Tanggal,Komoditas,Harga,Sumber
2021-06-09,gula_pasir_kemasan,15500.0,PIHPS
2021-06-09,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-09,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-09,telur_ayam_ras,24000.0,PIHPS
2021-06-10,bawang_merah,20000.0,PIHPS
2021-06-10,bawang_putih_honan,25000.0,PIHPS
2021-06-10,beras_medium,9000.0,PIHPS
2021-06-10,beras_premium,10500.0,PIHPS
2021-06-10,cabai_merah_besar,27500.0,PIHPS
2021-06-10,cabai_merah_keriting,35000.0,PIHPS
2021-06-10,cabai_rawit_merah,37500.0,PIHPS
2021-06-10,daging_ayam_ras,40000.0,PIHPS
2021-06-10,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-10,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-10,gula_pasir_curah,13000.0,PIHPS
2021-06-10,gula_pasir_kemasan,15500.0,PIHPS
2021-06-10,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-10,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-10,telur_ayam_ras,24000.0,PIHPS
2021-06-11,bawang_merah,20000.0,PIHPS
2021-06-11,bawang_putih_honan,25000.0,PIHPS
2021-06-11,beras_medium,9000.0,PIHPS
2021-06-11,beras_premium,10500.0,PIHPS
2021-06-11,cabai_merah_besar,27500.0,PIHPS
2021-06-11,cabai_merah_keriting,32500.0,PIHPS
2021-06-11,cabai_rawit_merah,37500.0,PIHPS
2021-06-11,daging_ayam_ras,40000.0,PIHPS
2021-06-11,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-11,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-11,gula_pasir_curah,12750.0,PIHPS
2021-06-11,gula_pasir_kemasan,15500.0,PIHPS
2021-06-11,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-11,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-11,telur_ayam_ras,24000.0,PIHPS
2021-06-14,bawang_merah,20000.0,PIHPS
2021-06-14,bawang_putih_honan,25000.0,PIHPS
2021-06-14,beras_medium,9000.0,PIHPS
2021-06-14,beras_premium,10500.0,PIHPS
2021-06-14,cabai_merah_besar,23000.0,PIHPS
2021-06-14,cabai_merah_keriting,32500.0,PIHPS
2021-06-14,cabai_rawit_merah,37500.0,PIHPS
2021-06-14,daging_ayam_ras,40000.0,PIHPS
2021-06-14,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-14,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-14,gula_pasir_curah,12750.0,PIHPS
2021-06-14,gula_pasir_kemasan,15500.0,PIHPS
2021-06-14,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-14,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-14,telur_ayam_ras,24000.0,PIHPS
2021-06-15,bawang_merah,20000.0,PIHPS
2021-06-15,bawang_putih_honan,25000.0,PIHPS
2021-06-15,beras_medium,9000.0,PIHPS
2021-06-15,beras_premium,10500.0,PIHPS
2021-06-15,cabai_merah_besar,22500.0,PIHPS
2021-06-15,cabai_merah_keriting,32500.0,PIHPS
2021-06-15,cabai_rawit_merah,37500.0,PIHPS
2021-06-15,daging_ayam_ras,40000.0,PIHPS
2021-06-15,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-15,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-15,gula_pasir_curah,12750.0,PIHPS
2021-06-15,gula_pasir_kemasan,15500.0,PIHPS
2021-06-15,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-15,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-15,telur_ayam_ras,24000.0,PIHPS
2021-06-16,bawang_merah,21000.0,PIHPS
2021-06-16,bawang_putih_honan,25000.0,PIHPS
2021-06-16,beras_medium,9000.0,PIHPS
2021-06-16,beras_premium,10500.0,PIHPS
2021-06-16,cabai_merah_besar,22500.0,PIHPS
2021-06-16,cabai_merah_keriting,32500.0,PIHPS
2021-06-16,cabai_rawit_merah,35000.0,PIHPS
2021-06-16,daging_ayam_ras,40000.0,PIHPS
2021-06-16,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-16,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-16,gula_pasir_curah,12750.0,PIHPS
2021-06-16,gula_pasir_kemasan,15500.0,PIHPS
2021-06-16,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-16,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-16,telur_ayam_ras,24000.0,PIHPS
2021-06-17,bawang_merah,17500.0,PIHPS
2021-06-17,bawang_putih_honan,27500.0,PIHPS
2021-06-17,beras_medium,9000.0,PIHPS
2021-06-17,beras_premium,10500.0,PIHPS
2021-06-17,cabai_merah_besar,22500.0,PIHPS
2021-06-17,cabai_merah_keriting,32500.0,PIHPS
2021-06-17,cabai_rawit_merah,35000.0,PIHPS
2021-06-17,daging_ayam_ras,40000.0,PIHPS
2021-06-17,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-17,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-17,gula_pasir_curah,12750.0,PIHPS
2021-06-17,gula_pasir_kemasan,15500.0,PIHPS
2021-06-17,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-17,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-17,telur_ayam_ras,24000.0,PIHPS
2021-06-18,bawang_merah,20000.0,PIHPS
2021-06-18,bawang_putih_honan,27500.0,PIHPS
2021-06-18,beras_medium,9000.0,PIHPS
2021-06-18,beras_premium,10500.0,PIHPS
2021-06-18,cabai_merah_besar,22500.0,PIHPS
2021-06-18,cabai_merah_keriting,32500.0,PIHPS
2021-06-18,cabai_rawit_merah,35000.0,PIHPS
2021-06-18,daging_ayam_ras,40000.0,PIHPS
2021-06-18,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-18,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-18,gula_pasir_curah,12750.0,PIHPS
2021-06-18,gula_pasir_kemasan,15500.0,PIHPS
2021-06-18,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-18,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-18,telur_ayam_ras,24000.0,PIHPS
2021-06-21,bawang_merah,21000.0,PIHPS
2021-06-21,bawang_putih_honan,26500.0,PIHPS
2021-06-21,beras_medium,9000.0,PIHPS
2021-06-21,beras_premium,10500.0,PIHPS
2021-06-21,cabai_merah_besar,22500.0,PIHPS
2021-06-21,cabai_merah_keriting,32500.0,PIHPS
2021-06-21,cabai_rawit_merah,38000.0,PIHPS
2021-06-21,daging_ayam_ras,40000.0,PIHPS
2021-06-21,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-21,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-21,gula_pasir_curah,12750.0,PIHPS
2021-06-21,gula_pasir_kemasan,15500.0,PIHPS
2021-06-21,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-21,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-21,telur_ayam_ras,24000.0,PIHPS
2021-06-22,bawang_merah,21000.0,PIHPS
2021-06-22,bawang_putih_honan,26500.0,PIHPS
2021-06-22,beras_medium,9000.0,PIHPS
2021-06-22,beras_premium,10500.0,PIHPS
2021-06-22,cabai_merah_besar,22500.0,PIHPS
2021-06-22,cabai_merah_keriting,32500.0,PIHPS
2021-06-22,cabai_rawit_merah,38000.0,PIHPS
2021-06-22,daging_ayam_ras,40000.0,PIHPS
2021-06-22,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-22,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-22,gula_pasir_curah,12750.0,PIHPS
2021-06-22,gula_pasir_kemasan,15500.0,PIHPS
2021-06-22,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-22,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-22,telur_ayam_ras,24000.0,PIHPS
2021-06-23,bawang_merah,20000.0,PIHPS
2021-06-23,bawang_putih_honan,26500.0,PIHPS
2021-06-23,beras_medium,9000.0,PIHPS
2021-06-23,beras_premium,10500.0,PIHPS
2021-06-23,cabai_merah_besar,22500.0,PIHPS
2021-06-23,cabai_merah_keriting,32500.0,PIHPS
2021-06-23,cabai_rawit_merah,37500.0,PIHPS
2021-06-23,daging_ayam_ras,40000.0,PIHPS
2021-06-23,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-23,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-23,gula_pasir_curah,12750.0,PIHPS
2021-06-23,gula_pasir_kemasan,15500.0,PIHPS
2021-06-23,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-23,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-23,telur_ayam_ras,24000.0,PIHPS
2021-06-24,bawang_merah,22500.0,PIHPS
2021-06-24,bawang_putih_honan,26500.0,PIHPS
2021-06-24,beras_medium,9000.0,PIHPS
2021-06-24,beras_premium,10500.0,PIHPS
2021-06-24,cabai_merah_besar,22500.0,PIHPS
2021-06-24,cabai_merah_keriting,31500.0,PIHPS
2021-06-24,cabai_rawit_merah,37500.0,PIHPS
2021-06-24,daging_ayam_ras,40000.0,PIHPS
2021-06-24,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-24,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-24,gula_pasir_curah,12750.0,PIHPS
2021-06-24,gula_pasir_kemasan,15500.0,PIHPS
2021-06-24,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-24,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-24,telur_ayam_ras,24000.0,PIHPS
2021-06-25,bawang_merah,22500.0,PIHPS
2021-06-25,bawang_putih_honan,26500.0,PIHPS
2021-06-25,beras_medium,9000.0,PIHPS
2021-06-25,beras_premium,10500.0,PIHPS
2021-06-25,cabai_merah_besar,22500.0,PIHPS
2021-06-25,cabai_merah_keriting,31500.0,PIHPS
2021-06-25,cabai_rawit_merah,37500.0,PIHPS
2021-06-25,daging_ayam_ras,40000.0,PIHPS
2021-06-25,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-25,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-25,gula_pasir_curah,12750.0,PIHPS
2021-06-25,gula_pasir_kemasan,15500.0,PIHPS
2021-06-25,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-25,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-25,telur_ayam_ras,24000.0,PIHPS
2021-06-28,bawang_merah,22500.0,PIHPS
2021-06-28,bawang_putih_honan,26500.0,PIHPS
2021-06-28,beras_medium,9000.0,PIHPS
2021-06-28,beras_premium,10500.0,PIHPS
2021-06-28,cabai_merah_besar,22500.0,PIHPS
2021-06-28,cabai_merah_keriting,32500.0,PIHPS
2021-06-28,cabai_rawit_merah,37500.0,PIHPS
2021-06-28,daging_ayam_ras,40000.0,PIHPS
2021-06-28,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-28,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-28,gula_pasir_curah,12750.0,PIHPS
2021-06-28,gula_pasir_kemasan,15500.0,PIHPS
2021-06-28,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-28,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-28,telur_ayam_ras,24000.0,PIHPS
2021-06-29,bawang_merah,22500.0,PIHPS
2021-06-29,bawang_putih_honan,27500.0,PIHPS
2021-06-29,beras_medium,9000.0,PIHPS
2021-06-29,beras_premium,10500.0,PIHPS
2021-06-29,cabai_merah_besar,22500.0,PIHPS
2021-06-29,cabai_merah_keriting,32500.0,PIHPS
2021-06-29,cabai_rawit_merah,42500.0,PIHPS
2021-06-29,daging_ayam_ras,40000.0,PIHPS
2021-06-29,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-29,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-29,gula_pasir_curah,12750.0,PIHPS
2021-06-29,gula_pasir_kemasan,15500.0,PIHPS
2021-06-29,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-29,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-29,telur_ayam_ras,24000.0,PIHPS
2021-06-30,bawang_merah,22500.0,PIHPS
2021-06-30,bawang_putih_honan,27500.0,PIHPS
2021-06-30,beras_medium,9000.0,PIHPS
2021-06-30,beras_premium,10500.0,PIHPS
2021-06-30,cabai_merah_besar,22500.0,PIHPS
2021-06-30,cabai_merah_keriting,33500.0,PIHPS
2021-06-30,cabai_rawit_merah,40000.0,PIHPS
2021-06-30,daging_ayam_ras,40000.0,PIHPS
2021-06-30,daging_sapi_paha_belakang,120000.0,PIHPS
2021-06-30,daging_sapi_paha_depan,120000.0,PIHPS
2021-06-30,gula_pasir_curah,12750.0,PIHPS
2021-06-30,gula_pasir_kemasan,15500.0,PIHPS
2021-06-30,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-06-30,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-06-30,telur_ayam_ras,24000.0,PIHPS
2021-07-01,bawang_merah,22500.0,PIHPS
2021-07-01,bawang_putih_honan,27500.0,PIHPS
2021-07-01,beras_medium,9000.0,PIHPS
2021-07-01,beras_premium,10500.0,PIHPS
2021-07-01,cabai_merah_besar,25000.0,PIHPS
2021-07-01,cabai_merah_keriting,30000.0,PIHPS
2021-07-01,cabai_rawit_merah,40000.0,PIHPS
2021-07-01,daging_ayam_ras,40000.0,PIHPS
2021-07-01,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-01,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-01,gula_pasir_curah,12750.0,PIHPS
2021-07-01,gula_pasir_kemasan,15500.0,PIHPS
2021-07-01,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-01,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-01,telur_ayam_ras,24000.0,PIHPS
2021-07-02,bawang_merah,17500.0,PIHPS
2021-07-02,bawang_putih_honan,27500.0,PIHPS
2021-07-02,beras_medium,9000.0,PIHPS
2021-07-02,beras_premium,10500.0,PIHPS
2021-07-02,cabai_merah_besar,25000.0,PIHPS
2021-07-02,cabai_merah_keriting,30000.0,PIHPS
2021-07-02,cabai_rawit_merah,42500.0,PIHPS
2021-07-02,daging_ayam_ras,40000.0,PIHPS
2021-07-02,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-02,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-02,gula_pasir_curah,12750.0,PIHPS
2021-07-02,gula_pasir_kemasan,15500.0,PIHPS
2021-07-02,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-02,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-02,telur_ayam_ras,24000.0,PIHPS
2021-07-05,bawang_merah,22500.0,PIHPS
2021-07-05,bawang_putih_honan,27500.0,PIHPS
2021-07-05,beras_medium,9000.0,PIHPS
2021-07-05,beras_premium,10500.0,PIHPS
2021-07-05,cabai_merah_besar,25000.0,PIHPS
2021-07-05,cabai_merah_keriting,30000.0,PIHPS
2021-07-05,cabai_rawit_merah,47500.0,PIHPS
2021-07-05,daging_ayam_ras,39000.0,PIHPS
2021-07-05,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-05,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-05,gula_pasir_curah,12750.0,PIHPS
2021-07-05,gula_pasir_kemasan,15500.0,PIHPS
2021-07-05,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-05,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-05,telur_ayam_ras,24000.0,PIHPS
2021-07-06,bawang_merah,22500.0,PIHPS
2021-07-06,bawang_putih_honan,27500.0,PIHPS
2021-07-06,beras_medium,9000.0,PIHPS
2021-07-06,beras_premium,10500.0,PIHPS
2021-07-06,cabai_merah_besar,25000.0,PIHPS
2021-07-06,cabai_merah_keriting,30000.0,PIHPS
2021-07-06,cabai_rawit_merah,47500.0,PIHPS
2021-07-06,daging_ayam_ras,39000.0,PIHPS
2021-07-06,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-06,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-06,gula_pasir_curah,13000.0,PIHPS
2021-07-06,gula_pasir_kemasan,15500.0,PIHPS
2021-07-06,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-06,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-06,telur_ayam_ras,23250.0,PIHPS
2021-07-07,bawang_merah,20000.0,PIHPS
2021-07-07,bawang_putih_honan,26500.0,PIHPS
2021-07-07,beras_medium,9000.0,PIHPS
2021-07-07,beras_premium,10500.0,PIHPS
2021-07-07,cabai_merah_besar,25000.0,PIHPS
2021-07-07,cabai_merah_keriting,30000.0,PIHPS
2021-07-07,cabai_rawit_merah,52500.0,PIHPS
2021-07-07,daging_ayam_ras,39000.0,PIHPS
2021-07-07,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-07,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-07,gula_pasir_curah,13000.0,PIHPS
2021-07-07,gula_pasir_kemasan,15500.0,PIHPS
2021-07-07,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-07,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-07,telur_ayam_ras,23250.0,PIHPS
2021-07-08,bawang_merah,20000.0,PIHPS
2021-07-08,bawang_putih_honan,26500.0,PIHPS
2021-07-08,beras_medium,9000.0,PIHPS
2021-07-08,beras_premium,10500.0,PIHPS
2021-07-08,cabai_merah_besar,25000.0,PIHPS
2021-07-08,cabai_merah_keriting,35000.0,PIHPS
2021-07-08,cabai_rawit_merah,52500.0,PIHPS
2021-07-08,daging_ayam_ras,39000.0,PIHPS
2021-07-08,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-08,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-08,gula_pasir_curah,13000.0,PIHPS
2021-07-08,gula_pasir_kemasan,15500.0,PIHPS
2021-07-08,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-08,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-08,telur_ayam_ras,23250.0,PIHPS
2021-07-09,bawang_merah,20000.0,PIHPS
2021-07-09,bawang_putih_honan,26500.0,PIHPS
2021-07-09,beras_medium,9000.0,PIHPS
2021-07-09,beras_premium,10500.0,PIHPS
2021-07-09,cabai_merah_besar,27500.0,PIHPS
2021-07-09,cabai_merah_keriting,35000.0,PIHPS
2021-07-09,cabai_rawit_merah,52500.0,PIHPS
2021-07-09,daging_ayam_ras,40000.0,PIHPS
2021-07-09,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-09,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-09,gula_pasir_curah,13000.0,PIHPS
2021-07-09,gula_pasir_kemasan,15500.0,PIHPS
2021-07-09,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-09,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-09,telur_ayam_ras,23250.0,PIHPS
2021-07-12,bawang_merah,20000.0,PIHPS
2021-07-12,bawang_putih_honan,26500.0,PIHPS
2021-07-12,beras_medium,9000.0,PIHPS
2021-07-12,beras_premium,10500.0,PIHPS
2021-07-12,cabai_merah_besar,27500.0,PIHPS
2021-07-12,cabai_merah_keriting,32500.0,PIHPS
2021-07-12,cabai_rawit_merah,62500.0,PIHPS
2021-07-12,daging_ayam_ras,40000.0,PIHPS
2021-07-12,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-12,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-12,gula_pasir_curah,13000.0,PIHPS
2021-07-12,gula_pasir_kemasan,15500.0,PIHPS
2021-07-12,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-12,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-12,telur_ayam_ras,23250.0,PIHPS
2021-07-13,bawang_merah,20000.0,PIHPS
2021-07-13,bawang_putih_honan,26500.0,PIHPS
2021-07-13,beras_medium,9000.0,PIHPS
2021-07-13,beras_premium,10500.0,PIHPS
2021-07-13,cabai_merah_besar,27500.0,PIHPS
2021-07-13,cabai_merah_keriting,32500.0,PIHPS
2021-07-13,cabai_rawit_merah,62500.0,PIHPS
2021-07-13,daging_ayam_ras,40000.0,PIHPS
2021-07-13,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-13,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-13,gula_pasir_curah,13000.0,PIHPS
2021-07-13,gula_pasir_kemasan,15500.0,PIHPS
2021-07-13,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-13,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-13,telur_ayam_ras,23250.0,PIHPS
2021-07-14,bawang_merah,20000.0,PIHPS
2021-07-14,bawang_putih_honan,27500.0,PIHPS
2021-07-14,beras_medium,9000.0,PIHPS
2021-07-14,beras_premium,10500.0,PIHPS
2021-07-14,cabai_merah_besar,27500.0,PIHPS
2021-07-14,cabai_merah_keriting,32500.0,PIHPS
2021-07-14,cabai_rawit_merah,59500.0,PIHPS
2021-07-14,daging_ayam_ras,40000.0,PIHPS
2021-07-14,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-14,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-14,gula_pasir_curah,13000.0,PIHPS
2021-07-14,gula_pasir_kemasan,15500.0,PIHPS
2021-07-14,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-14,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-14,telur_ayam_ras,23250.0,PIHPS
2021-07-15,bawang_merah,20000.0,PIHPS
2021-07-15,bawang_putih_honan,27500.0,PIHPS
2021-07-15,beras_medium,9000.0,PIHPS
2021-07-15,beras_premium,10500.0,PIHPS
2021-07-15,cabai_merah_besar,25000.0,PIHPS
2021-07-15,cabai_merah_keriting,32500.0,PIHPS
2021-07-15,cabai_rawit_merah,57500.0,PIHPS
2021-07-15,daging_ayam_ras,38000.0,PIHPS
2021-07-15,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-15,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-15,gula_pasir_curah,13000.0,PIHPS
2021-07-15,gula_pasir_kemasan,15500.0,PIHPS
2021-07-15,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-15,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-15,telur_ayam_ras,23250.0,PIHPS
2021-07-16,bawang_merah,20000.0,PIHPS
2021-07-16,bawang_putih_honan,26500.0,PIHPS
2021-07-16,beras_medium,9000.0,PIHPS
2021-07-16,beras_premium,10500.0,PIHPS
2021-07-16,cabai_merah_besar,25000.0,PIHPS
2021-07-16,cabai_merah_keriting,32500.0,PIHPS
2021-07-16,cabai_rawit_merah,57500.0,PIHPS
2021-07-16,daging_ayam_ras,39000.0,PIHPS
2021-07-16,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-16,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-16,gula_pasir_curah,13000.0,PIHPS
2021-07-16,gula_pasir_kemasan,15500.0,PIHPS
2021-07-16,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-16,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-16,telur_ayam_ras,23250.0,PIHPS
2021-07-19,bawang_merah,22500.0,PIHPS
2021-07-19,bawang_putih_honan,27500.0,PIHPS
2021-07-19,beras_medium,9000.0,PIHPS
2021-07-19,beras_premium,10500.0,PIHPS
2021-07-19,cabai_merah_besar,25000.0,PIHPS
2021-07-19,cabai_merah_keriting,32500.0,PIHPS
2021-07-19,cabai_rawit_merah,62500.0,PIHPS
2021-07-19,daging_ayam_ras,39000.0,PIHPS
2021-07-19,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-19,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-19,gula_pasir_curah,13000.0,PIHPS
2021-07-19,gula_pasir_kemasan,15500.0,PIHPS
2021-07-19,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-19,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-19,telur_ayam_ras,23250.0,PIHPS
2021-07-21,bawang_merah,20000.0,PIHPS
2021-07-21,bawang_putih_honan,27500.0,PIHPS
2021-07-21,beras_medium,9000.0,PIHPS
2021-07-21,beras_premium,10500.0,PIHPS
2021-07-21,cabai_merah_besar,22500.0,PIHPS
2021-07-21,cabai_merah_keriting,32500.0,PIHPS
2021-07-21,cabai_rawit_merah,62500.0,PIHPS
2021-07-21,daging_ayam_ras,39000.0,PIHPS
2021-07-21,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-21,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-21,gula_pasir_curah,13000.0,PIHPS
2021-07-21,gula_pasir_kemasan,15500.0,PIHPS
2021-07-21,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-21,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-21,telur_ayam_ras,23250.0,PIHPS
2021-07-22,bawang_merah,22500.0,PIHPS
2021-07-22,bawang_putih_honan,27500.0,PIHPS
2021-07-22,beras_medium,9000.0,PIHPS
2021-07-22,beras_premium,10500.0,PIHPS
2021-07-22,cabai_merah_besar,22500.0,PIHPS
2021-07-22,cabai_merah_keriting,37500.0,PIHPS
2021-07-22,cabai_rawit_merah,60000.0,PIHPS
2021-07-22,daging_ayam_ras,40000.0,PIHPS
2021-07-22,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-22,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-22,gula_pasir_curah,13000.0,PIHPS
2021-07-22,gula_pasir_kemasan,15500.0,PIHPS
2021-07-22,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-22,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-22,telur_ayam_ras,23250.0,PIHPS
2021-07-23,bawang_merah,30000.0,PIHPS
2021-07-23,bawang_putih_honan,30000.0,PIHPS
2021-07-23,beras_medium,9000.0,PIHPS
2021-07-23,beras_premium,10500.0,PIHPS
2021-07-23,cabai_merah_besar,25000.0,PIHPS
2021-07-23,cabai_merah_keriting,37500.0,PIHPS
2021-07-23,cabai_rawit_merah,67500.0,PIHPS
2021-07-23,daging_ayam_ras,40000.0,PIHPS
2021-07-23,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-23,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-23,gula_pasir_curah,13000.0,PIHPS
2021-07-23,gula_pasir_kemasan,15500.0,PIHPS
2021-07-23,minyak_goreng_sawit_curah,13500.0,PIHPS
2021-07-23,minyak_goreng_sawit_kemasan_premium,16500.0,PIHPS
2021-07-23,telur_ayam_ras,23250.0,PIHPS
2021-07-26,bawang_merah,25000.0,PIHPS
2021-07-26,bawang_putih_honan,25000.0,PIHPS
2021-07-26,beras_medium,9000.0,PIHPS
2021-07-26,beras_premium,10500.0,PIHPS
2021-07-26,cabai_merah_besar,22500.0,PIHPS
2021-07-26,cabai_merah_keriting,32500.0,PIHPS
2021-07-26,cabai_rawit_merah,47500.0,PIHPS
2021-07-26,daging_ayam_ras,40000.0,PIHPS
2021-07-26,daging_sapi_paha_belakang,120000.0,PIHPS
2021-07-26,daging_sapi_paha_depan,120000.0,PIHPS
2021-07-26,gula_pasir_curah,13000.0,PIHPS
2021-07-26,gula_pasir_kemasan,15500.0,PIHPS
